bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
0,11600,82326,94599,DebtCon,Other,0,4,0,,0,3,29.894
0,20400,153958,195834,DebtCon,Other,9,0,0,,1,15,31.135
0,9400,86539,95010,DebtCon,Other,0,4,0,,0,3,29.815
0,18000,161413,196860,DebtCon,Other,7,0,0,,2,16,30.778
0,18900,154563,198790,DebtCon,Other,7,0,0,,1,15,29.473
0,9800,79767,93525,DebtCon,Other,0,4,0,,0,4,31.29
0,8000,80817,89515,DebtCon,Other,0,3,0,,0,4,29.639
0,8300,44783,63424,HomeImp,Other,2,0,,97.9,,12,36.588
0,6400,47251,58157,HomeImp,Other,0,0,,104.79,,13,36.417
0,6200,45564,61956,HomeImp,Other,2,0,,101.17,,13,38.675
0,9500,43210,59692,HomeImp,Other,1,1,,103.09,,13,38.705
0,15900,50715,70467,DebtCon,Other,0,,1,285.39,0,10,36.05
0,13000,27787,44901,DebtCon,Other,8,,1,166.73,7,28,38.355
0,27300,44026,71597,DebtCon,Other,22,,1,287.23,0,30,38.487
0,25600,47936,80600,DebtCon,Other,23,,1,290.48,0,30,37.735
0,44900,95410,157649,DebtCon,Other,16,,1,216.1,4,31,40.484
0,11600,28654,47042,DebtCon,Other,10,,0,158.08,7,29,38.478
0,44400,100564,154708,DebtCon,Other,14,,0,253.91,3,30,43.902
0,12300,33061,46277,DebtCon,Other,8,,1,154.9,7,28,39.702
0,18700,50354,79011,DebtCon,Other,1,,1,290.83,1,10,35.139
0,14300,33261,41835,DebtCon,Other,9,,0,155.14,6,28,40.503
0,12000,30777,43157,DebtCon,Other,8,,0,151.7,7,28,38.178
0,12600,32742,41299,DebtCon,Other,10,,1,170.41,7,29,37.803
0,41200,99653,157923,DebtCon,Other,14,,1,213.48,3,30,40.908
0,41500,97536,158739,DebtCon,Other,13,,1,212.77,3,31,42.302
0,26900,45763,73797,DebtCon,Other,23,,0,291.59,1,29,39.371
0,25200,51789,75569,DebtCon,Other,25,,1,281.93,1,30,40.875
0,42500,104027,158425,DebtCon,Other,14,,0,224.6,3,31,42.684
0,26500,47820,76159,DebtCon,Other,24,,0,282.45,0,30,41.289
0,42900,101731,155688,DebtCon,Other,14,,1,235.35,3,30,43.181
0,16100,47198,79384,DebtCon,Other,1,,1,297.48,1,9,36.736
0,17300,44031,79187,DebtCon,Other,0,,1,299.71,1,10,35.987
0,28000,49764,74526,DebtCon,Other,24,,1,294.59,1,30,37.611
0,26000,45963,74279,DebtCon,Other,20,,0,295.67,1,29,37.917
0,19000,43479,78631,DebtCon,Other,1,,1,301.4,1,10,38.253
0,12100,71060,79744,DebtCon,Other,3,,,179.87,,35,29.894
0,32900,37265,76154,DebtCon,Other,7,,,128.73,,23,34.858
0,20000,23140,47548,DebtCon,Other,1,,,322,,24,35.46
0,21300,28463,47537,DebtCon,Other,1,,,317.3,,24,37.172
0,31800,37100,74796,DebtCon,Other,10,,,109.78,,23,33.689
0,8800,101717,122299,HomeImp,Other,11,,,402.74,1,49,38.421
0,32800,37231,80347,DebtCon,Other,9,,,113.94,,24,32.17
0,19500,58638,13930,DebtCon,Other,4,,,69.01,0,16,42.5
0,21700,60792,14580,DebtCon,Other,5,,,62.86,1,17,40.316
0,10600,64546,84576,DebtCon,Other,0,,,173.63,,35,28.972
0,21500,30546,53300,DebtCon,Other,1,,,319.78,,25,33.449
0,6400,99131,125652,HomeImp,Other,8,,,419.38,1,50,42.245
0,30000,77853,114746,HomeImp,Other,6,,,114.58,10,21,43.295
0,10100,68820,78830,DebtCon,Other,2,,,170.72,,34,29.207
0,12800,67867,78660,DebtCon,Other,3,,,159.8,,34,30.011
0,17400,62824,82243,DebtCon,Other,5,,,109.48,0,7,34.818
0,8400,102894,117799,HomeImp,Other,9,,,420.1,1,49,39.633
0,30600,35332,71898,DebtCon,Other,10,,,115.21,,24,33.071
0,21700,24771,48361,DebtCon,Other,0,,,309.03,,24,33.877
0,13300,66174,79957,DebtCon,Other,2,,,175.96,,34,31.563
0,28500,73188,111925,HomeImp,Other,5,,,123.61,11,21,44.521
0,19400,63508,12414,DebtCon,Other,5,,,64.41,1,16,40.57
0,17100,53983,73688,DebtCon,Other,5,,,95.52,0,9,36.92
0,21700,29258,53807,DebtCon,Other,0,,,300.68,,24,35.698
0,19800,63701,14609,DebtCon,Other,4,,,62.36,1,17,41.874
0,32800,35458,78116,DebtCon,Other,9,,,126.52,,23,33.688
0,32000,35219,76888,DebtCon,Other,9,,,110.45,,23,32.364
0,9800,69919,100267,DebtCon,Other,16,,,130.89,3,15,26.835
0,12900,66126,84472,DebtCon,Other,2,,,187.18,,34,29.995
0,20100,57192,82870,DebtCon,Other,5,,,91.7,0,7,36.635
0,8800,73765,93917,DebtCon,Other,15,,,128.85,4,15,24.491
0,20000,59936,12737,DebtCon,Other,5,,,63.4,0,17,40.447
0,9400,71600,99682,DebtCon,Other,16,,,159.04,4,16,25.607
0,7300,93428,118184,HomeImp,Other,10,,,411.95,1,50,40.396
0,31100,73386,108864,HomeImp,Other,5,,,119.54,10,21,42.827
0,33500,37843,80771,DebtCon,Other,10,,,108,,23,33.962
0,29300,68024,115954,HomeImp,Other,6,,,109.92,11,21,44.369
0,12500,26286,36002,DebtCon,Other,2,,,,,,38.439
0,10600,82894,124359,HomeImp,Other,7,,,,,,40.326
0,10900,25061,35792,DebtCon,Other,3,,,,,,37.105
0,10800,89139,122571,HomeImp,Other,8,,,,,,40.781
0,8400,85136,125912,HomeImp,Other,9,,,,,,40.715
0,8400,82972,121796,HomeImp,Other,7,,,,,,41.446
0,8000,84730,123455,HomeImp,Other,9,,,,,,40.033
0,12400,25805,31414,DebtCon,Other,2,,,,,,38.237
0,10400,21235,40116,DebtCon,Other,3,,,,,,36.905
0,12100,28193,34705,DebtCon,Other,0,,,,,,37.618
0,22700,75354,106186,DebtCon,Other,,0,0,175.34,1,24,38.257
0,21000,81848,109860,DebtCon,Other,,0,0,173.79,1,24,40.058
0,22500,76493,105545,DebtCon,Other,,1,1,235.54,2,13,43.062
0,25100,23269,75668,DebtCon,Other,,2,1,73.32,2,25,28.166
0,22400,71784,101695,DebtCon,Other,,2,1,239.9,2,14,42.816
0,20300,37056,55027,DebtCon,Other,,0,0,223.55,0,13,40.326
0,15900,68079,90212,HomeImp,Other,,0,0,304.24,0,19,30.422
0,16300,59901,83232,HomeImp,Other,,0,0,284.51,0,20,27.899
0,18600,23792,79716,HomeImp,Other,,0,0,238.79,0,50,42.127
0,22400,80226,111307,DebtCon,Other,,0,0,186.63,1,24,38.936
0,20700,72698,96691,DebtCon,Other,,2,0,233.6,1,13,42.626
0,18100,27186,77694,HomeImp,Other,,0,0,249.41,0,50,43.728
0,35600,116080,163905,DebtCon,Other,,0,0,252.37,3,14,34.628
0,25100,21490,71571,DebtCon,Other,,1,1,101.93,1,25,30.444
0,23700,82983,106877,DebtCon,Other,,0,0,177.02,2,24,40.995
0,36800,109378,163684,DebtCon,Other,,0,0,240.23,3,13,35.692
0,25200,22773,72541,DebtCon,Other,,1,2,92.58,1,26,30.421
0,13300,44952,56394,DebtCon,Other,,0,0,74.44,0,14,41.06
0,16400,63574,88586,HomeImp,Other,,0,0,298.15,0,20,29.153
0,25700,23047,76575,DebtCon,Other,,2,1,104.57,2,26,29.297
0,26500,23742,77878,DebtCon,Other,,2,1,99.38,2,26,28.877
0,16100,63798,91045,HomeImp,Other,,0,0,298.21,0,19,30.962
0,23400,81379,105005,DebtCon,Other,,0,0,186.89,1,24,37.89
0,21400,77794,105330,DebtCon,Other,,0,0,187.37,1,24,38.188
0,13700,60623,83979,HomeImp,Other,,0,0,308.11,0,20,29.483
0,13500,59352,87767,HomeImp,Other,,0,0,300.58,0,19,28.118
0,14600,46057,63603,DebtCon,Other,,0,0,107.12,2,19,41.932
0,13800,40674,61216,DebtCon,Other,,0,0,108.79,2,19,40.991
0,18900,69325,102438,DebtCon,Other,,2,1,222.65,2,13,43.524
0,22400,79022,105086,DebtCon,Other,,0,0,179.46,2,25,38.306
0,11800,38825,51984,DebtCon,Other,,0,0,82.53,0,14,40.883
0,19000,7524,28639,DebtCon,Other,,0,0,60.33,1,18,42.358
0,34800,115191,165667,DebtCon,Other,,0,0,244.1,4,14,36.131
0,23600,82407,106431,DebtCon,Other,,0,0,169.81,0,24,39.489
0,21500,9579,30807,DebtCon,Other,,0,0,58.12,2,19,42.492
0,21400,7259,24770,DebtCon,Other,,0,0,62.26,2,18,41.577
0,14000,37019,57125,DebtCon,Other,,0,0,69.82,0,15,41.637
0,16300,32188,78914,HomeImp,Other,,0,0,250.73,0,49,40.722
0,21000,69097,105200,DebtCon,Other,,1,0,237.82,1,13,40.306
0,22400,83990,111096,DebtCon,Other,,0,0,175.41,1,25,39.973
0,20200,9297,26699,DebtCon,Other,,0,0,55.71,2,18,41.719
0,37800,111412,166682,DebtCon,Other,,0,0,251.96,3,14,34.883
0,36400,118040,164592,DebtCon,Other,,0,0,250,2,13,34.322
0,27100,24494,77479,DebtCon,Other,,1,1,101.31,1,26,31.125
0,20300,37388,55703,DebtCon,Other,,0,0,222.73,0,12,39.815
0,15200,43961,62171,DebtCon,Other,,0,0,124.81,1,18,39.58
0,23600,82639,114266,DebtCon,Other,,0,0,186.16,2,25,37.944
0,20500,82638,109915,DebtCon,Other,,0,0,176.37,1,25,37.865
0,15200,40341,58834,DebtCon,Other,,0,0,100.01,0,15,41.103
0,14400,45516,63924,DebtCon,Other,,0,0,109.33,1,19,40.872
0,21800,82817,114732,DebtCon,Other,,0,0,190.09,1,24,40.748
0,14900,65843,86628,HomeImp,Other,,0,0,288.58,0,20,28.276
0,19700,5700,24457,DebtCon,Other,,0,0,60.16,1,19,41.364
0,18200,4927,30198,DebtCon,Other,,0,0,89.6,1,19,41.231
0,27100,20497,74244,DebtCon,Other,,1,2,93.06,1,25,27.361
0,11800,44944,57132,DebtCon,Other,,0,0,74.16,0,14,42.812
0,36800,35077,53120,DebtCon,Other,,0,0,,6,0,34.985
0,37000,36910,58338,DebtCon,Other,,0,0,,7,0,34.892
0,36600,32590,58157,DebtCon,Other,,0,0,,6,0,33.017
0,35600,31807,51823,DebtCon,Other,,0,0,,7,0,34.443
0,37800,31214,58282,DebtCon,Other,,0,0,,7,0,34.226
0,36200,36661,53622,DebtCon,Other,,0,0,,6,0,32.015
0,36300,35287,56532,DebtCon,Other,,0,0,,7,0,32.625
0,38900,31836,54976,DebtCon,Other,,0,0,,6,0,33.459
0,37700,37200,51389,DebtCon,Other,,0,0,,6,0,32.774
0,18800,102120,165302,,Other,,0,,274.11,,24,40.105
0,17900,97335,167384,,Other,,0,,250.49,,24,39.156
0,18700,99003,162566,,Other,,1,,252.26,,23,39.209
0,16300,96431,161284,,Other,,0,,256.37,,23,39.078
0,16600,97749,164103,,Other,,1,,263.85,,23,37.387
0,19200,101641,160839,,Other,,1,,260.83,,23,37.124
0,17000,97713,164869,,Other,,0,,253.48,,23,36.452
0,31900,34498,82962,DebtCon,Other,,,,285.3,0,16,41.155
0,31300,33658,76624,DebtCon,Other,,,,286.7,0,15,40.357
0,30700,36804,83295,DebtCon,Other,,,,289.4,0,15,42.214
0,31400,37750,76204,DebtCon,Other,,,,268.26,0,16,41.449
0,33700,36851,78893,DebtCon,Other,,,,302.73,0,16,41.822
0,21000,42000,67000,DebtCon,Other,7,0,0,66.63,2,19,
0,7900,42400,53000,DebtCon,Other,2,0,1,95.37,0,20,
0,6900,49000,68280,DebtCon,Other,1,0,0,61.9,8,22,
0,15000,94705,114400,DebtCon,Other,9,0,0,300.27,2,19,
0,6000,53500,64790,DebtCon,Other,0.1,0,2,105.4,3,18,
0,8000,53000,65960,HomeImp,Other,7.5,0,0,132.57,0,17,
0,16000,62200,89200,DebtCon,Other,1.9,0,0,176.53,1,31,
0,7800,55000,62800,HomeImp,Other,6,0,0,123.03,0,34,
0,8000,45000,56100,HomeImp,Other,9.9,0,0,92.3,3,34,
0,29200,99600,143000,DebtCon,Other,15,0,0,232.33,1,40,
0,7000,7000,31200,DebtCon,Other,5,0,0,265.07,0,12,
0,15300,101000,112500,DebtCon,Other,1,0,0,129.87,2,21,
0,7000,55000,63000,HomeImp,Other,5,0,0,84.73,3,20,
0,15300,42100,65000,DebtCon,Other,7,0,0,95.33,3,15,
0,9900,52800,66000,HomeImp,Other,29,1,3,188.93,1,24,
0,7000,56636,76353,HomeImp,Other,15,0,0,229.3,1,36,
0,10000,34767,51000,HomeImp,Other,23,0,1,121.73,0,23,
0,21000,64100,85100,DebtCon,Other,3.5,0,0,97.63,2,30,
0,24000,16997,45000,DebtCon,Other,25,0,0,118.67,1,11,
0,25000,149000,202500,HomeImp,Other,11,0,0,256.67,2,34,
0,25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,
0,4000,62000,78000,HomeImp,Other,4,0,0,109.57,0,15,
0,12000,46000,60200,DebtCon,Other,4,0,0,176.5,0,14,
0,10000,57068,72000,,Other,12,0,0,257.7,0,27,
0,5200,19000,26000,DebtCon,Other,0,1,0,17.2,10,7,
0,9000,64917,102270,DebtCon,Other,10,0,0,213.03,0,21,
0,25000,22800,49523,DebtCon,Other,36,0,0,281.07,1,24,
0,17000,53058,74000,DebtCon,Other,17,1,0,204.93,1,21,
0,22500,52000,87250,DebtCon,Other,7,0,0,232.33,1,20,
0,15000,102988,130000,DebtCon,Other,1.3,0,0,289.17,0,47,
0,10000,7718,77750,DebtCon,Other,8,0,0,261.8,0,14,
0,20000,79741,117600,DebtCon,Other,10,0,0,291.17,2,17,
0,30000,20000,38000,DebtCon,Other,0.9,0,0,59.83,0,7,
0,25700,50800,85000,DebtCon,Other,23,1,2,184.27,1,20,
0,23000,42600,69500,DebtCon,Other,10,0,0,119.7,1,20,
0,22100,24000,49000,DebtCon,Other,14.4,0,0,109.57,2,25,
0,15000,72000,95000,DebtCon,Other,0,0,0,147.1,1,18,
0,4500,45500,50000,HomeImp,Other,6,0,0,86.17,0,18,
0,11700,59506,85000,DebtCon,Other,3,0,0,37.57,2,4,
0,9000,96884,110108,DebtCon,Other,18,0,2,194.8,2,16,
0,10000,22068,49600,HomeImp,Other,0.9,0,0,247.57,0,11,
0,15000,36900,58600,HomeImp,Other,26,0,0,247.1,0,14,
0,30000,12223,35875.06,DebtCon,Other,28.5,0,0,199.83,0,15,
0,23600,141000,175000,DebtCon,Other,2,0,0,192.77,0,35,
0,15000,84000,110975,DebtCon,Other,20,0,0,282.17,1,17,
0,14600,4810,88000,HomeImp,Other,14,0,1,266.83,0,23,
0,8300,47000,78320,HomeImp,Other,18,0,0,195.83,1,17,
0,7500,49100,85650,HomeImp,Other,18,0,0,178.33,0,29,
0,23900,7500,26500,DebtCon,Other,17,3,0,126.83,2,19,
0,19500,9475,30000,DebtCon,Other,0,1,0,33.47,2,4,
0,20000,66820,100000,HomeImp,Other,5,0,0,217.27,1,13,
0,23000,131200,163390,DebtCon,Other,7,1,0,215.07,1,20,
0,10000,75976,91000,DebtCon,Other,10.5,0,0,171.47,5,22,
0,14000,27872,48125,HomeImp,Other,10,0,0,115.6,1,10,
0,24000,59300,88000,DebtCon,Other,16,0,0,97.93,1,17,
0,50900,22000,77826,HomeImp,Other,3,2,0,263.73,7,14,
0,7000,29000,49000,DebtCon,Other,11,0,0,234.4,1,32,
0,16500,56500,80000,DebtCon,Other,2,0,0,308.43,3,16,
0,12000,81000,99000,HomeImp,Other,20,0,0,136,4,24,
0,11900,44600,63800,DebtCon,Other,9,0,0,243.5,0,18,
0,9400,26700,40150,HomeImp,Other,9,0,0,80.17,0,4,
0,12000,53800,80000,DebtCon,Other,0.3,0,0,124.77,4,11,
0,6000,72951,80000,HomeImp,Other,22.8,0,0,343.9,1,47,
0,5200,67000,77000,HomeImp,Other,9,0,1,119.7,0,25,
0,12000,64000,80000,DebtCon,Other,2,0,0,239.53,3,26,
0,6000,69876,94394.07,HomeImp,Other,0,0,1,179.57,0,32,
0,12200,91000,114053,DebtCon,Other,11,0,0,173.5,0,27,
0,21500,90000,111500,DebtCon,Other,24,0,0,243.5,1,27,
0,25400,44800,78000,DebtCon,Other,21,0,0,211.03,1,27,
0,7000,120000,175450,DebtCon,Other,8,0,0,219.17,1,20,
0,22000,71858,99000,DebtCon,Other,18,0,0,201.87,1,13,
0,20000,13316,50150,DebtCon,Other,26,0,2,214.03,0,25,
0,25000,99348,200000,DebtCon,Other,23,0,0,199.83,0,19,
0,40600,14534,60000,DebtCon,Other,20,0,0,206.97,1,31,
0,12500,71582,93400,DebtCon,Other,6,3,0,74.07,1,21,
0,19200,32417,97000,HomeImp,Other,6,0,0,130.87,0,15,
0,5000,73126,87500,DebtCon,Other,1,0,0,125.97,2,10,
0,9700,5801,58305,HomeImp,Other,8,2,1,352.97,1,22,
0,8000,78720,86800,DebtCon,Other,0.1,4,0,,0,4,
0,41100,94600,151000,DebtCon,Other,15,,1,220.13,4,31,
0,15000,42720,70000,DebtCon,Other,1,,2,289,1,10,
0,25000,42632,71000,DebtCon,Other,24,,1,284.93,1,30,
0,5100,93000,116875,HomeImp,Other,10,,,417.63,2,50,
0,16200,53600,73500,DebtCon,Other,5,,,104.73,1,8,
0,8000,65000,93600,DebtCon,Other,16,,,140.07,4,16,
0,29800,34000,71000,DebtCon,Other,10,,,115.67,,24,
0,10000,63005,78500,DebtCon,Other,3,,,171.77,,35,
0,9300,21138,30700,DebtCon,Other,3,,,,,,
0,12000,36346,54000,DebtCon,Other,,0,0,114.67,2,19,
0,15000,23473,74000,HomeImp,Other,,0,0,244.77,1,50,
0,34500,109000,159500,DebtCon,Other,,0,0,250.63,3,14,
0,20000,29400,52000,DebtCon,Other,,0,0,219.13,0,13,
0,18500,67290,95750,DebtCon,Other,,2,1,237.1,2,14,
0,25000,19600,71000,DebtCon,Other,,2,2,93.33,2,26,
0,18200,4447,21510,DebtCon,Other,,0,0,67,2,19,
0,30000,32657,76000,DebtCon,Other,,,,288.33,0,16,
0,25900,,33888,HomeImp,Other,24,0,0,73.86,2,14,28.243
0,8200,,50061,HomeImp,Other,10,0,0,296.9,1,13,33.632
0,5100,,28291,DebtCon,Other,2,0,0,277.94,1,14,23.645
0,14900,,44066,HomeImp,Other,0,0,0,313.78,1,8,27.752
0,22800,,97634,HomeImp,Other,8,0,0,177.57,1,16,40.772
0,25000,,62619,DebtCon,Other,26,0,0,112.97,0,8,21.264
0,8800,,32221,DebtCon,Other,0,0,0,276.84,0,14,24.199
0,8200,,49331,HomeImp,Other,9,0,0,305.89,2,12,33.719
0,9700,,54385,HomeImp,Other,10,0,0,314.73,1,13,34.17
0,23900,,62276,DebtCon,Other,26,0,0,127.02,0,8,20.408
0,9300,,55350,HomeImp,Other,9,0,0,308.34,2,13,33.636
0,20400,,94446,HomeImp,Other,6,0,0,184.82,1,16,40.776
0,25800,,63456,DebtCon,Other,25,0,0,148.82,0,8,22.066
0,5200,,36425,DebtCon,Other,2,0,0,266.81,1,14,23.797
0,11000,,56851,HomeImp,Other,10,0,0,308.44,2,13,31.076
0,20500,,130396,HomeImp,Other,0,0,0,305.66,3,21,31.582
0,20000,,130063,HomeImp,Other,2,0,0,323.9,2,21,32.314
0,15400,,43899,HomeImp,Other,0,0,0,324.55,1,9,27.78
0,23500,,131203,HomeImp,Other,0,0,0,318.85,3,21,31.084
0,24300,,60628,DebtCon,Other,23,0,0,145.29,0,9,22.985
0,26500,,64211,DebtCon,Other,26,0,0,127.41,0,10,22.289
0,15800,,44144,HomeImp,Other,0,0,0,315.81,1,9,25.65
0,26500,,63918,DebtCon,Other,25,0,0,135.44,0,8,20.161
0,11800,,51246,HomeImp,Other,11,0,0,305.57,2,13,32.5
0,25300,,33975,HomeImp,Other,23,0,0,79.16,2,14,27.179
0,28300,,29512,HomeImp,Other,24,0,0,78.11,2,14,30.513
0,26300,,37310,HomeImp,Other,26,0,0,92.86,2,15,27.217
0,21000,,91455,HomeImp,Other,7,0,0,174.43,1,15,38.593
0,26500,,61089,DebtCon,Other,27,0,0,144.19,0,9,22.814
0,27300,,37531,HomeImp,Other,22,0,0,82.66,2,14,29.61
0,16500,,42894,HomeImp,Other,1,0,0,331.43,0,8,26.896
0,7800,,30320,DebtCon,Other,2,0,0,295.11,0,13,23.246
0,5700,,39052,HomeImp,Other,3,0,0,272.22,0,25,39.896
0,7600,,40341,HomeImp,Other,3,0,0,265.02,1,25,43.3
0,7400,,44651,HomeImp,Other,2,0,0,271.92,0,25,42.93
0,5100,,26715,DebtCon,Other,1,0,0,258.79,0,14,26.722
0,27100,,31681,HomeImp,Other,23,0,0,92.51,2,15,29.742
0,14300,,41870,HomeImp,Other,0,0,0,314.47,0,8,27.609
0,7100,,40185,HomeImp,Other,3,0,0,272.92,1,25,41.917
0,27000,,38441,DebtCon,Other,8,1,,85.18,,14,23.691
0,26100,,35271,DebtCon,Other,9,0,,96.53,,14,23.319
0,27700,,42515,DebtCon,Other,11,1,,95.04,,13,20.209
0,28500,,41763,DebtCon,Other,12,1,,92.87,,13,21.902
0,27500,,40807,DebtCon,Other,8,1,,95.53,,13,20.399
0,27300,,43277,DebtCon,Other,9,0,,101.89,,14,20.808
0,13900,,27779,DebtCon,Other,12,,,95.95,1,9,34.166
0,13400,,33664,DebtCon,Other,13,,,108.22,2,8,31.614
0,15100,,32289,DebtCon,Other,13,,,81.95,1,9,33.535
0,15700,,28198,DebtCon,Other,12,,,87.62,2,9,32.445
0,16000,,33382,DebtCon,Other,13,,,84.93,1,9,33.721
0,16100,,29725,DebtCon,Other,11,,,85.95,2,8,33.496
0,14500,,30625,DebtCon,Other,11,,,89.86,2,9,33.475
0,13600,,35396,DebtCon,Other,11,,,101.79,1,8,32.67
0,16500,,29168,DebtCon,Other,11,,,102.13,2,8,31.567
0,51500,,90003,HomeImp,Other,,0,0,347.8,0,7,25.324
0,24400,,59888,DebtCon,Other,,0,0,288.23,0,19,38.581
0,53900,,91309,HomeImp,Other,,0,0,349.8,0,6,22.061
0,50900,,85196,HomeImp,Other,,0,0,351.45,0,6,21.595
0,11500,,64037,HomeImp,Other,,0,0,354.17,0,7,34.356
0,25000,,60685,DebtCon,Other,,0,0,311.94,0,19,39.422
0,24800,,59934,DebtCon,Other,,0,1,305.68,0,18,38.03
0,21800,,60392,DebtCon,Other,,0,1,300.84,0,18,39.419
0,11100,,67005,HomeImp,Other,,0,0,364.38,0,7,36.675
0,25100,,59783,DebtCon,Other,,0,0,307.75,0,19,39.277
0,10200,,64377,HomeImp,Other,,0,0,347.25,0,6,37.775
0,12400,,65317,HomeImp,Other,,0,0,349.28,0,6,35.714
0,23900,,63096,DebtCon,Other,,0,0,313.81,0,19,37.513
0,18500,,94125,,Other,,1,0,178.65,0,11,30.931
0,15100,,98114,,Other,,0,0,198.08,1,10,31.546
0,18600,,95085,,Other,,0,0,175.79,1,10,32.251
0,23000,,56390,DebtCon,Other,,0,1,314.27,0,19,37.744
0,16200,,95280,,Other,,0,0,194.46,1,10,33.124
0,52300,,84584,HomeImp,Other,,1,0,350.92,0,7,24.355
0,22700,,57156,DebtCon,Other,,0,0,289.55,0,19,40.163
0,9700,,64644,HomeImp,Other,,0,0,368.07,0,6,36.573
0,21800,,59736,DebtCon,Other,,0,0,304.74,0,18,36.713
0,9600,,68324,HomeImp,Other,,0,0,356.45,0,6,36.554
0,23800,,55669,DebtCon,Other,,0,1,308.43,0,18,37.654
0,24800,,63753,DebtCon,Other,,0,0,300.76,0,19,40.134
0,22800,,57761,DebtCon,Other,,0,0,310.48,0,18,38.506
0,21900,,57036,DebtCon,Other,,0,0,308.6,0,18,39.235
0,22600,,58856,DebtCon,Other,,0,1,298.82,0,18,38.195
0,11800,,65769,HomeImp,Other,,0,0,357.33,0,7,34.327
0,42200,,55578,DebtCon,Other,,6,,115.88,,20,28.238
0,43300,,53434,DebtCon,Other,,5,,113.74,,20,29.617
0,41600,,53078,DebtCon,Other,,6,,108.87,,20,26.989
0,43700,,48535,DebtCon,Other,,6,,95.72,,19,26.981
0,44100,,51165,DebtCon,Other,,5,,130.5,,19,27.105
0,43500,,46571,DebtCon,Other,,5,,108.59,,19,29.371
0,44000,,50760,DebtCon,Other,,5,,116.44,,19,26.07
0,11900,,39433,HomeImp,Other,,,1,81.39,0,9,35.504
0,11400,,38246,HomeImp,Other,,,0,88.89,0,10,37.658
0,8500,,42980,HomeImp,Other,,,1,76.01,0,9,37.66
0,6300,,39050,HomeImp,Other,,,,294.48,,12,31.448
0,16000,,46140,DebtCon,Other,,,,344.58,,16,31.641
0,9300,,45906,HomeImp,Other,,,,92.82,,9,36.141
0,6500,,37448,HomeImp,Other,,,,333.23,,11,29.012
0,24800,,45167,DebtCon,Other,,,,84.74,,12,28.457
0,24100,,49433,DebtCon,Other,,,,83.1,,13,26.149
0,15100,,53238,DebtCon,Other,,,,350.96,,16,34.056
0,8300,,41438,HomeImp,Other,,,,302.86,,12,30.104
0,25000,,45764,DebtCon,Other,,,,107.14,,12,27.78
0,6200,,41657,HomeImp,Other,,,,293.96,,11,30.198
0,16000,,51792,DebtCon,Other,,,,340.68,,17,30.612
0,8900,,49147,HomeImp,Other,,,,110.51,,8,37.108
0,17400,,48971,DebtCon,Other,,,,345.01,,17,32.474
0,24900,,48291,DebtCon,Other,,,,94.08,,12,25.618
0,9800,,45197,HomeImp,Other,,,,316.53,,11,29.647
0,25500,,44707,DebtCon,Other,,,,95.6,,12,27.504
0,26300,,51055,DebtCon,Other,,,,70.25,,14,28.207
0,16600,,43880,DebtCon,Other,,,,351.73,,15,31.534
0,9400,,50575,HomeImp,Other,,,,99.07,,8,35.908
0,23000,,49906,DebtCon,Other,,,,96.76,,13,27.441
0,22600,,45744,DebtCon,Other,,,,84.23,,12,28.454
0,26300,,45913,DebtCon,Other,,,,92.58,,13,27.924
0,7200,,38061,HomeImp,Other,,,,299.75,,12,31.88
0,25400,,45369,DebtCon,Other,,,,87.26,,12,27.529
0,17600,,45119,DebtCon,Other,,,,354.74,,17,34.495
0,5000,,36375,HomeImp,Other,3,0,0,266.8,1,26,
0,8000,,49000,HomeImp,Other,11,1,0,310.4,2,13,
0,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
0,20000,,90000,HomeImp,Other,8,0,0,181.7,1,16,
0,25000,,35000,DebtCon,Other,10,1,,88.93,,14,
0,21600,,54212,DebtCon,Other,,0,1,303.43,0,19,
0,50000,,82200,HomeImp,Other,,0,0,342.87,0,7,
0,15000,,94000,,Other,,0,0,186.7,1,10,
0,41400,,46000,DebtCon,Other,,6,,112.8,,20,
0,8000,,34226,HomeImp,Other,,,1,75.37,1,10,
0,6100,,35250,HomeImp,Other,,,,303,,12,
0,9900,73804,97413,DebtCon,ProfEx,5,0,0,107.33,0,25,33.525
0,21600,108923,142716,HomeImp,ProfEx,9,0,0,162.45,0,23,33.42
0,21400,128095,167824,DebtCon,ProfEx,6,0,0,180.42,0,38,17.496
0,11300,78902,100332,DebtCon,ProfEx,4,0,0,117,0,26,34.683
0,30300,109859,153240,DebtCon,ProfEx,10,0,0,172.69,0,17,34.549
0,13000,78766,106450,HomeImp,ProfEx,6,0,0,107.95,0,26,24.871
0,9300,73252,100537,DebtCon,ProfEx,2,0,0,99.77,0,26,34.515
0,28600,105907,156126,DebtCon,ProfEx,10,0,0,165.09,1,17,33.231
0,18500,81938,106187,DebtCon,ProfEx,2,0,0,282.9,1,21,40.039
0,13400,98701,129679,HomeImp,ProfEx,10,0,0,179.13,2,32,29.549
0,18500,49367,71485,DebtCon,ProfEx,10,0,0,175.39,1,42,37.772
0,7500,84479,104571,DebtCon,ProfEx,23,0,0,47.83,3,14,33.075
0,10600,73844,107640,HomeImp,ProfEx,3,0,0,92.98,0,34,37.319
